rowNumber,Seat: Name,Org: Name,Advertiser: Name,Campaign: Name,Impressions,Internal Expense,Expense
272,OnSpot,OnSpotAdmin,Regency,Ridgewood - Feb/March Dining 2024,92,$0.08 ,$0.08 
273,OnSpot,OnSpotAdmin,Regency,Southbury Green - Feb/March Ads 2024,43,$0.02 ,$0.02 
274,OnSpot,OnSpotAdmin,Regency,Southbury Green April/May Ads Spring into Savings 2024,80780,$166.66 ,$166.66 
275,OnSpot,OnSpotAdmin,Regency,Southbury Green MarApril Dining Ads 2024,92,$0.02 ,$0.02 
276,OnSpot,OnSpotAdmin,Regency,The Crossing Clarendon -A/B Pet & Grocery 2024,11,$0.01 ,$0.01 
277,OnSpot,OnSpotAdmin,Regency,The Crossing Clarendon AB Home & Fitness 2024,124,$0.06 ,$0.06 
278,OnSpot,OnSpotAdmin,Regency,The Crossing Clarendon April Fido Fest 2024,19669,$38.76 ,$38.76 
279,OnSpot,OnSpotAdmin,Regency,The Crossing Clarendon May Dining 2024,104989,$184.74 ,$184.74 
280,OnSpot,OnSpotAdmin,Regency,The Crossing Clarendon Mothers Day 2024,105395,$211.59 ,$211.59 
281,OnSpot,OnSpotAdmin,Regency,The Field at Commonwealth -Feb /March Dining Ads 2024,40,$0.03 ,$0.03 
282,OnSpot,OnSpotAdmin,Regency,The Gallery at Westbury - Feb/March Dining Ads 2024,46,$0.03 ,$0.03 
283,OnSpot,OnSpotAdmin,Regency,The Gallery at Westbury April/May Spring into Savings 2024,52759,$108.90 ,$108.90 
284,OnSpot,OnSpotAdmin,Regency,The Gallery at Westbury FebMarch Lunch Dinner Ads 2024,40,$0.03 ,$0.03 
285,OnSpot,OnSpotAdmin,Regency,The Pruneyard Mothers Day 2024,102947,$211.60 ,$211.60 
286,OnSpot,OnSpotAdmin,Regency,The Village District - Feb - Be Mine and Dine 2024,6,$0.01 ,$0.01 
287,OnSpot,OnSpotAdmin,Regency,The Village District March 75th Anniversary Teaser 2024,117,$0.06 ,$0.06 
288,OnSpot,OnSpotAdmin,Regency,The Village District Mothers Day 2024,154297,$315.61 ,$315.61 
289,OnSpot,OnSpotAdmin,Regency,Village at La Floresta - February - Helmets or Hearts 2024,3,$0.00 ,$0.00 
290,OnSpot,OnSpotAdmin,Regency,Village at La Floresta - February - Let the Good Times Roll 2024,3,$0.01 ,$0.01 
291,OnSpot,OnSpotAdmin,Regency,Village at La Floresta Embrace Brea Event 2024,12,$0.00 ,$0.00 
292,OnSpot,OnSpotAdmin,Regency,Village at La Floresta March Spring into Savings 2024,122,$0.07 ,$0.07 
293,OnSpot,OnSpotAdmin,Regency,Village at La Floresta Mothers Day 2024,79877,$164.91 ,$164.91 
294,OnSpot,OnSpotAdmin,Regency,Walker Center REI Now Open 2024,80071,$169.34 ,$169.34 
295,OnSpot,OnSpotAdmin,Regency,Westbard Square - Now Open - Barber and Eye 2024,26,$0.02 ,$0.02 
296,OnSpot,OnSpotAdmin,Regency,Westbard Square - Now Open - Starbucks and Giant 2024,75,$0.07 ,$0.07 
297,OnSpot,OnSpotAdmin,Regency,Westbard Square April 2024,50,$0.03 ,$0.03 
298,OnSpot,OnSpotAdmin,Regency,Westbard Square May BBQ 2024,53733,$110.93 ,$110.93 
299,OnSpot,OnSpotAdmin,Regency,Westbard Square May Generic 2024,53691,$97.76 ,$97.76 
300,OnSpot,OnSpotAdmin,Regency,Westlake Plaza - February - Let the Good Times Roll 2024,4,$0.00 ,$0.00 
301,OnSpot,OnSpotAdmin,Regency,Westlake Plaza -March - Spring into Savings 2024,83,$0.05 ,$0.05 
302,OnSpot,OnSpotAdmin,Regency,Westlake Plaza Mothers Day 2024,52007,$106.61 ,$106.61 
303,OnSpot,OnSpotAdmin,Regency,Willows Shopping Center -February - Hearts or Helmets 2024,3,$0.00 ,$0.00 
304,OnSpot,OnSpotAdmin,Regency,Willows Shopping Center -February - Let the Good Times Roll 2024,3,$0.00 ,$0.00 
305,OnSpot,OnSpotAdmin,Regency,Willows Shopping Center Mothers Day 2024,72808,$146.96 ,$146.96 
306,OnSpot,OnSpotAdmin,Regency,Willows Shopping Center Spring into Savings at Willows 2024,115,$0.07 ,$0.07 
307,OnSpot,OnSpotAdmin,Saslow,Saslow's Mothers Day 2024 Banners,179168,$394.71 ,$394.71 
308,OnSpot,OnSpotAdmin,Saslow,Saslow's Mothers Day 2024 Interstitials,21672,$129.63 ,$129.63 
309,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 1 4-22 to 4-28,60,$0.00 ,$0.00 
310,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 1 4-29 to 5-5,570924,"$1,546.18 ","$1,546.18 "
311,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 1 5-6 to 5-26,979713,"$2,889.33 ","$2,889.33 "
312,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 2 4-22 to 4-28,81,$0.00 ,$0.00 
313,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 2 4-29 to 5-5,839517,"$2,351.11 ","$2,351.11 "
314,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 2 5-6 to 5-26,1399791,"$4,053.90 ","$4,053.90 "
315,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 3 4-22 to 4-28,151,$0.01 ,$0.01 
316,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 3 4-29 to 5-5,983260,"$3,078.65 ","$3,078.65 "
317,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Promo 3 Tier 3 5-6 to 5-19,1618273,"$4,548.68 ","$4,548.68 "
318,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 1 Flight 1,27,$0.00 ,$0.00 
319,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 1 Flight 2 Birthday Jar,39,$0.00 ,$0.00 
320,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 1 Flight 2 Wings/Red Velvet,92,$0.00 ,$0.00 
321,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 1 Flight 3 Birthday Jar,35,$0.00 ,$0.00 
322,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 1 Flight 3 Wings/Red Velvet,92,$0.00 ,$0.00 
323,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 2 Flight 1,32,$0.00 ,$0.00 
324,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 2 Flight 2 Birthday Jar,40,$0.00 ,$0.00 
325,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 2 Flight 2 Wings/Red Velvet,50,$0.00 ,$0.00 
326,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 2 Flight 3 Birthday Jar,43,$0.00 ,$0.00 
327,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 2 Flight 3 Wings/Red Velvet,75,$0.00 ,$0.00 
328,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 3 Flight 1,25,$0.00 ,$0.00 
329,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 3 Flight 2 Birthday Jar,41,$0.00 ,$0.00 
330,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 3 Flight 2 Wings/Red Velvet,109,$0.00 ,$0.00 
331,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 3 Flight 3 Birthday Jar,56,$0.00 ,$0.00 
332,OnSpot,OnSpotAdmin,Stone Ward Advertising,Slim Chickens Q1 24 Banner Tier 3 Flight 3 Wings/Red Velvet,109,$0.00 ,$0.00 
333,OnSpot,OnSpotAdmin,Stone Ward Advertising,Sports Clips Q2-3 2024,144762,$419.95 ,$419.95 
334,OnSpot,OnSpotAdmin,Weare,Fun Plex Summer 2024,100100,$212.51 ,$212.51 
335,Predictive Data Labs,Azira,St. Anthony's Hotel,FY24 Saint Anthony Hotel Co-Op,1215092,"$1,709.29 ","$1,964.12 "
336,Predictive Data Labs,Azira,St. Anthony's Hotel,St. Anthony's Hotel 2024,219970,$329.17 ,$378.25 
337,Predictive Data Labs,Azira,Visit Central Florida,VCF_New Haven,82424,$101.48 ,$116.60 
338,Predictive Data Labs,Azira,Visit Central Florida,Visit Central Florida FY24,628156,"$2,613.12 ","$3,003.28 "
339,Predictive Data Labs,Azira,Visit San Antonio,Visit San Antonio FY24,11752641,"$56,802.88 ","$65,285.08 "
340,Predictive Data Labs,Azira,Visit San Antonio,VSA - Summer Needs FY2024,1795182,"$9,645.09 ","$11,085.38 "
341,Q1 Media,Azira,Baltimore Ravens,Big Game Travel - Baltimore Ravens,1640,$1.85 ,$2.13 
342,Q1 Media,Azira,Bristol Community College,Bristol Community College Fall Campaign 2024,58381,$90.19 ,$103.64 
343,Q1 Media,Azira,First National Bank,FNB - Parking Garages Campaign,8698,$10.13 ,$11.63 
344,Q1 Media,Azira,Montgomery County,Montgomery County Strawberry Festival 2024,112310,$118.02 ,$135.59 
345,Q1 Media,Azira,Odawa Casino,Odawa Casino Mobile Device ID/IP Matching 2024,40039,$41.11 ,$47.23 
346,Q1 Media,Azira,Owen County,Owen County - May-Sep 2024,27792,$28.27 ,$32.48 
347,Q1 Media,Azira,Pennsylvania Department of Transportation,PennDOT - Safety Campaigns 2024,85792,$267.82 ,$307.78 
348,Q1 Media,Azira,Q1 test,Test Campaign,19,$0.00 ,$0.00 
349,REDROC,REDROC,RUDYS,2024 Rudy's El Paso,29749,$49.34 ,$111.11 
350,REDROC,REDROC,RUDYS,2024 Rudy's Gilbert,29741,$50.05 ,$112.45 
351,REDROC,REDROC,RUDYS,2024 Rudy's Panama City Beach,29732,$61.20 ,$144.28 
352,REDROC,REDROC,RUDYS,2024 Rudy's Tucson,29750,$54.91 ,$126.58 
353,REDROC,REDROC,Tony C Beer Garden,2024 TCBG RR competitor Conquesting,14327,$27.63 ,$62.72 
354,REDROC,REDROC,Twin Liquors,2024 - TWL - Weddings,6223,$19.25 ,$45.81 
